abbr,name,plate,label_index,ap_bregma_mm,ml_mm,ml_abs_mm,dv_mm,position_from,box_cx_frac,box_cy_frac,box_w_frac,box_h_frac,leader_tip_x_frac,leader_tip_y_frac
MiA,mitral cell layer of the accessory olfactory bulb,8,0,5.35,1.41,1.41,-5.34,leader tip,0.5957,0.5676,0.0134,0.0114,0.5456,0.5674
MiA,mitral cell layer of the accessory olfactory bulb,8,1,5.35,-1.41,1.41,-5.54,leader tip,0.349,0.5535,0.0134,0.0119,0.3998,0.5841
ON,olfactory nerve layer,8,0,5.35,0.35,0.35,-7.13,label box,0.4909,0.7122,0.0102,0.0119,,
ON,olfactory nerve layer,8,1,5.35,-0.21,0.21,-7.23,label box,0.4619,0.7205,0.0105,0.0119,,
OV,olfactory ventricle (olfactory part of lateral ventricle),8,0,5.35,-1.12,1.12,-6.33,leader tip,0.3697,0.6935,0.0105,0.0125,0.4145,0.6476
aci,"anterior commissure, intrabulbar part",8,0,5.35,1.24,1.24,-6.5,leader tip,0.5514,0.723,0.0098,0.0085,0.5371,0.6611
aci,"anterior commissure, intrabulbar part",8,1,5.35,-1.42,1.42,-6.68,leader tip,0.3788,0.7131,0.0098,0.0119,0.3992,0.6763
dlo,dorsal lateral olfactory tract,8,0,5.35,1.6,1.6,-5.14,leader tip,0.5923,0.5509,0.0102,0.0119,0.5554,0.5515
dlo,dorsal lateral olfactory tract,8,1,5.35,-1.61,1.61,-5.5,leader tip,0.3486,0.5694,0.0105,0.0119,0.3895,0.5803
lo,lateral olfactory tract,8,0,5.35,-1.86,1.86,-6.53,label box,0.3765,0.6642,0.0058,0.0114,,
lo,lateral olfactory tract,8,1,5.35,1.9,1.9,-6.44,label box,0.5712,0.6568,0.0058,0.0114,,
rf,rhinal fissure,8,0,5.35,2.09,2.09,-4.78,label box,0.5812,0.5222,0.0055,0.0114,,
rf,rhinal fissure,8,1,5.35,-2.27,2.27,-5.56,label box,0.3552,0.5858,0.0055,0.0114,,
ri,rhinal incisure,8,0,5.35,0.15,0.15,-4.79,label box,0.4804,0.5231,0.004,0.0114,,
ri,rhinal incisure,8,1,5.35,-0.04,0.04,-5.29,leader tip,0.4695,0.5279,0.004,0.0119,0.4709,0.5634
AOD,"anterior olfactory nucleus, dorsal part",9,0,5,1.49,1.49,-5.69,label box,0.5498,0.5957,0.016,0.0119,,
AOD,"anterior olfactory nucleus, dorsal part",9,1,5,-1.57,1.57,-5.86,label box,0.3913,0.6097,0.016,0.0119,,
AOE,"anterior olfactory nucleus, external part",9,0,5,1.99,1.99,-5.66,leader tip,0.5997,0.5938,0.0152,0.0119,0.5757,0.5935
AOE,"anterior olfactory nucleus, external part",9,1,5,-1.5,1.5,-5.57,leader tip,0.3474,0.6171,0.0152,0.0119,0.3951,0.586
AOE,"anterior olfactory nucleus, external part",9,2,5,-1.55,1.55,-6.74,leader tip,0.3702,0.6893,0.0152,0.0119,0.3922,0.6808
AOL,"anterior olfactory nucleus, lateral part",9,0,5,-1.64,1.64,-6.19,label box,0.3875,0.6364,0.0149,0.0125,,
AOL,"anterior olfactory nucleus, lateral part",9,1,5,1.61,1.61,-6.01,label box,0.5563,0.6219,0.0156,0.0125,,
AOM,"anterior olfactory nucleus, medial part",9,0,5,-0.96,0.96,-6.02,label box,0.4231,0.6224,0.0171,0.0119,,
AOM,"anterior olfactory nucleus, medial part",9,1,5,0.92,0.92,-5.87,label box,0.5205,0.6109,0.0174,0.0119,,
AOV,"anterior olfactory nucleus, ventral part",9,0,5,1.44,1.44,-6.33,label box,0.5471,0.6474,0.0156,0.0119,,
AOV,"anterior olfactory nucleus, ventral part",9,1,5,-1.43,1.43,-6.46,label box,0.3987,0.6583,0.0156,0.0125,,
DLO,dorsolateral orbital cortex,9,0,5,2.11,2.11,-4.89,label box,0.5819,0.531,0.0142,0.0119,,
DLO,dorsolateral orbital cortex,9,1,5,-2.14,2.14,-5.31,label box,0.3619,0.5656,0.0145,0.0119,,
E,ependyma and subependymal layer,9,0,5,1.25,1.25,-6.41,leader tip,0.567,0.6785,0.0036,0.0119,0.5376,0.6543
E,ependyma and subependymal layer,9,1,5,-1.92,1.92,-7.13,label box,0.3731,0.712,0.0036,0.0119,,
EPl,external plexiform layer of the olfactory bulb,9,0,5,-0.55,0.55,-6.9,label box,0.4444,0.694,0.0153,0.0199,,
EPl,external plexiform layer of the olfactory bulb,9,1,5,0.47,0.47,-6.87,label box,0.4973,0.6915,0.0105,0.0114,,
EPlA,external plexiform layer of the accessory olfactory bulb,9,0,5,1.03,1.03,-5.31,label box,0.526,0.5653,0.0164,0.0114,,
EPlA,external plexiform layer of the accessory olfactory bulb,9,1,5,-0.99,0.99,-5.44,label box,0.4213,0.5761,0.0164,0.0114,,
FrA,frontal association cortex,9,0,5,-1.58,1.58,-3.83,label box,0.3908,0.446,0.0113,0.0114,,
FrA,frontal association cortex,9,1,5,1.75,1.75,-3.9,label box,0.5634,0.4511,0.0113,0.0114,,
Gl,glomerular layer of the olfactory bulb,9,0,5,-0.5,0.5,-7.29,label box,0.4466,0.7256,0.0065,0.0125,,
Gl,glomerular layer of the olfactory bulb,9,1,5,0.34,0.34,-7.28,label box,0.4902,0.7247,0.0065,0.0119,,
GlA,glomerular layer of the accessory olfactory bulb,9,0,5,1.14,1.14,-5.03,label box,0.5318,0.5426,0.012,0.0114,,
GlA,glomerular layer of the accessory olfactory bulb,9,1,5,-1.08,1.08,-5.27,label box,0.4168,0.5622,0.0124,0.0119,,
GrA,granule cell layer of the accessory olfactory bulb,9,0,5,-0.84,0.84,-5.66,label box,0.4291,0.5935,0.0131,0.0119,,
GrA,granule cell layer of the accessory olfactory bulb,9,1,5,0.88,0.88,-5.61,label box,0.5182,0.5898,0.0131,0.0114,,
GrO,granular cell layer of the olfactory bulb,9,0,5,0.88,0.88,-6.58,label box,0.5185,0.6676,0.0131,0.0125,,
GrO,granular cell layer of the olfactory bulb,9,1,5,-0.82,0.82,-6.54,label box,0.4301,0.6651,0.0131,0.0125,,
IPl,internal plexiform layer of the olfactory bulb,9,0,5,-1.13,1.13,-7.12,leader tip,0.4081,0.7403,0.008,0.0114,0.414,0.7116
LO,lateral orbital cortex,9,0,5,1.54,1.54,-4.73,label box,0.5527,0.5185,0.0087,0.0119,,
LO,lateral orbital cortex,9,1,5,-1.47,1.47,-5.03,label box,0.3964,0.5423,0.0087,0.0119,,
MO,medial orbital cortex,9,0,5,0.37,0.37,-4.62,label box,0.492,0.5094,0.0116,0.0119,,
MO,medial orbital cortex,9,1,5,-0.24,0.24,-4.8,label box,0.4605,0.5245,0.012,0.0119,,
Mi,mitral cell layer of the olfactory bulb,9,0,5,1.09,1.09,-7.05,leader tip,0.5465,0.7188,0.008,0.0114,0.5292,0.7056
MiA,mitral cell layer of the accessory olfactory bulb,9,0,5,1.49,1.49,-5.29,label box,0.55,0.5636,0.0134,0.0114,,
MiA,mitral cell layer of the accessory olfactory bulb,9,1,5,-1.4,1.4,-5.41,leader tip,0.3497,0.6017,0.0134,0.0114,0.4,0.5738
OV,olfactory ventricle (olfactory part of lateral ventricle),9,0,5,2.02,2.02,-6.71,label box,0.5775,0.6785,0.0102,0.0119,,
PrL,prelimbic cortex,9,0,5,-0.34,0.34,-4.24,label box,0.4549,0.479,0.0116,0.0114,,
PrL,prelimbic cortex,9,1,5,0.55,0.55,-4.22,label box,0.5013,0.4776,0.0116,0.0114,,
VO,ventral orbital cortex,9,0,5,0.8,0.8,-4.69,label box,0.5144,0.5151,0.0098,0.0119,,
VO,ventral orbital cortex,9,1,5,-0.79,0.79,-4.99,label box,0.4317,0.5395,0.0102,0.0119,,
aci,"anterior commissure, intrabulbar part",9,0,5,1.41,1.41,-6.14,leader tip,0.5885,0.6494,0.0098,0.0114,0.5459,0.6323
aci,"anterior commissure, intrabulbar part",9,1,5,-1.67,1.67,-6.4,leader tip,0.3644,0.6728,0.0102,0.0119,0.3864,0.6531
dlo,dorsal lateral olfactory tract,9,0,5,1.97,1.97,-5.43,leader tip,0.5977,0.5745,0.0105,0.0119,0.575,0.5748
lo,lateral olfactory tract,9,0,5,-1.89,1.89,-6.4,label box,0.3746,0.6534,0.0058,0.0114,,
lo,lateral olfactory tract,9,1,5,1.77,1.77,-6.47,label box,0.5643,0.6592,0.0054,0.0119,,
rf,rhinal fissure,9,0,5,2.28,2.28,-5.25,label box,0.5908,0.5608,0.0051,0.0114,,
rf,rhinal fissure,9,1,5,-2.21,2.21,-5.62,label box,0.3583,0.5903,0.0051,0.0114,,
AOD,"anterior olfactory nucleus, dorsal part",10,0,4.65,1.51,1.51,-5.92,label box,0.5508,0.6144,0.016,0.0119,,
AOD,"anterior olfactory nucleus, dorsal part",10,1,4.65,-1.51,1.51,-6.02,label box,0.3943,0.6224,0.0164,0.0119,,
AOE,"anterior olfactory nucleus, external part",10,0,4.65,1.24,1.24,-7.03,leader tip,0.5606,0.7054,0.0153,0.0119,0.5372,0.7043
AOE,"anterior olfactory nucleus, external part",10,1,4.65,-1.17,1.17,-7.14,leader tip,0.3846,0.712,0.0153,0.0125,0.4123,0.7132
AOL,"anterior olfactory nucleus, lateral part",10,0,4.65,-1.49,1.49,-6.42,label box,0.3957,0.6553,0.0149,0.0125,,
AOM,"anterior olfactory nucleus, medial part",10,0,4.65,0.77,0.77,-6.29,label box,0.5127,0.6448,0.0171,0.0119,,
AOM,"anterior olfactory nucleus, medial part",10,1,4.65,-0.72,0.72,-6.35,label box,0.4355,0.6491,0.0174,0.0119,,
AOV,"anterior olfactory nucleus, ventral part",10,0,4.65,1.18,1.18,-6.77,label box,0.534,0.6829,0.016,0.0125,,
AOV,"anterior olfactory nucleus, ventral part",10,1,4.65,-1.08,1.08,-6.9,label box,0.4166,0.6935,0.016,0.0119,,
Cg1,"cingulate cortex, area 1",10,0,4.65,-0.34,0.34,-3.86,label box,0.4549,0.4485,0.0127,0.0142,,
Cg1,"cingulate cortex, area 1",10,1,4.65,0.52,0.52,-3.88,label box,0.4996,0.4499,0.0127,0.0148,,
DLO,dorsolateral orbital cortex,10,0,4.65,2.05,2.05,-4.93,label box,0.5792,0.535,0.0142,0.0119,,
DLO,dorsolateral orbital cortex,10,1,4.65,-2,2,-5.14,label box,0.3691,0.5515,0.0142,0.0119,,
E,ependyma and subependymal layer,10,0,4.65,0.94,0.94,-6.53,leader tip,0.5664,0.6881,0.0036,0.0114,0.5214,0.6639
E,ependyma and subependymal layer,10,1,4.65,-2,2,-6.86,label box,0.369,0.6906,0.0036,0.0119,,
Gl,glomerular layer of the olfactory bulb,10,0,4.65,0.75,0.75,-7.32,label box,0.5115,0.7275,0.0065,0.0114,,
Gl,glomerular layer of the olfactory bulb,10,1,4.65,-0.83,0.83,-7.35,leader tip,0.4442,0.7284,0.0065,0.0119,0.4298,0.7299
GlA,glomerular layer of the accessory olfactory bulb,10,0,4.65,0.39,0.39,-6.04,leader tip,0.4911,0.5944,0.0138,0.0148,0.4929,0.6242
GlA,glomerular layer of the accessory olfactory bulb,10,1,4.65,0.68,0.68,-5.69,label box,0.508,0.5964,0.012,0.0119,,
GlA,glomerular layer of the accessory olfactory bulb,10,2,4.65,-0.66,0.66,-5.81,label box,0.4386,0.6061,0.012,0.0119,,
GrO,granular cell layer of the olfactory bulb,10,0,4.65,-0.64,0.64,-6.86,label box,0.4398,0.6903,0.0131,0.0119,,
GrO,granular cell layer of the olfactory bulb,10,1,4.65,0.64,0.64,-6.85,label box,0.5059,0.6901,0.0134,0.0119,,
IPl,internal plexiform layer of the olfactory bulb,10,0,4.65,0.54,0.54,-7.05,leader tip,0.467,0.7071,0.0084,0.0119,0.5009,0.706
LO,lateral orbital cortex,10,0,4.65,1.55,1.55,-5.1,label box,0.5531,0.5486,0.0084,0.0119,,
LO,lateral orbital cortex,10,1,4.65,-1.42,1.42,-5.24,label box,0.3991,0.56,0.0087,0.0119,,
M2,secondary motor cortex,10,0,4.65,-1.75,1.75,-3.8,label box,0.382,0.4437,0.0109,0.0114,,
M2,secondary motor cortex,10,1,4.65,1.76,1.76,-3.69,label box,0.5638,0.4346,0.0109,0.0114,,
MO,medial orbital cortex,10,0,4.65,-0.41,0.41,-4.9,label box,0.4515,0.5321,0.0116,0.0119,,
MO,medial orbital cortex,10,1,4.65,0.56,0.56,-4.86,label box,0.5016,0.5293,0.0116,0.0119,,
Mi,mitral cell layer of the olfactory bulb,10,0,4.65,0.37,0.37,-6.92,leader tip,0.4683,0.6946,0.008,0.0119,0.4919,0.6952
OV,olfactory ventricle (olfactory part of lateral ventricle),10,0,4.65,-0.88,0.88,-6.58,leader tip,0.3799,0.6906,0.0102,0.0119,0.4269,0.6676
PrL,prelimbic cortex,10,0,4.65,-0.39,0.39,-4.35,label box,0.4526,0.4875,0.0116,0.0114,,
PrL,prelimbic cortex,10,1,4.65,0.57,0.57,-4.33,label box,0.5024,0.4861,0.0116,0.0114,,
VO,ventral orbital cortex,10,0,4.65,0.86,0.86,-5.09,label box,0.5171,0.5475,0.0098,0.0119,,
VO,ventral orbital cortex,10,1,4.65,-0.78,0.78,-5.21,label box,0.4322,0.5572,0.0102,0.0119,,
aci,"anterior commissure, intrabulbar part",10,0,4.65,1.26,1.26,-6.25,label box,0.5379,0.6411,0.0098,0.0119,,
aci,"anterior commissure, intrabulbar part",10,1,4.65,-1.2,1.2,-6.29,label box,0.4106,0.6446,0.0098,0.0119,,
dlo,dorsal lateral olfactory tract,10,0,4.65,-1.55,1.55,-5.69,label box,0.3926,0.5961,0.0102,0.0114,,
dlo,dorsal lateral olfactory tract,10,1,4.65,1.26,1.26,-5.51,label box,0.5382,0.5817,0.0105,0.0114,,
lo,lateral olfactory tract,10,0,4.65,1.79,1.79,-6.35,label box,0.5656,0.649,0.0036,0.0307,,
rf,rhinal fissure,10,0,4.65,2.2,2.2,-5.71,label box,0.5866,0.5973,0.0055,0.0119,,
rf,rhinal fissure,10,1,4.65,-2.17,2.17,-5.82,label box,0.3601,0.6062,0.0055,0.0114,,
ri,rhinal incisure,10,0,4.65,-0.1,0.1,-5.78,label box,0.4675,0.603,0.0036,0.0119,,
2,layer 2 of cortex,11,0,4.3,1.07,1.07,-5.88,label box,0.528,0.6116,0.0029,0.0085,,
2,layer 2 of cortex,11,1,4.3,-1.05,1.05,-6.45,leader tip,0.3924,0.6787,0.0138,0.0108,0.4181,0.6576
2,layer 2 of cortex,11,2,4.3,-0.77,0.77,-6.12,label box,0.4329,0.6305,0.0033,0.0091,,
2,layer 2 of cortex,11,3,4.3,-1.7,1.7,-6.19,label box,0.3847,0.6361,0.0029,0.0091,,
2,layer 2 of cortex,11,4,4.3,0.57,0.57,-6.31,label box,0.5022,0.6464,0.0033,0.0091,,
2,layer 2 of cortex,11,5,4.3,-0.56,0.56,-6.4,label box,0.4436,0.6532,0.0029,0.0091,,
3,layer 3 of cortex,11,0,4.3,1.75,1.75,-6.8,leader tip,0.5138,0.6435,0.0029,0.0085,0.5636,0.6861
AI,agranular insular cortex,11,0,4.3,-1.89,1.89,-5.11,label box,0.3746,0.5489,0.0065,0.0114,,
AI,agranular insular cortex,11,1,4.3,2.34,2.34,-5.02,label box,0.5941,0.5415,0.0065,0.0114,,
AOD,"anterior olfactory nucleus, dorsal part",11,0,4.3,-1.47,1.47,-5.95,label box,0.3964,0.6168,0.016,0.0119,,
AOD,"anterior olfactory nucleus, dorsal part",11,1,4.3,1.49,1.49,-5.82,label box,0.5498,0.6062,0.016,0.0125,,
AOL,"anterior olfactory nucleus, lateral part",11,0,4.3,1.45,1.45,-6.28,label box,0.5481,0.6438,0.0149,0.0125,,
AOL,"anterior olfactory nucleus, lateral part",11,1,4.3,-1.39,1.39,-6.33,label box,0.4007,0.6478,0.0152,0.0119,,
AOM,"anterior olfactory nucleus, medial part",11,0,4.3,-0.65,0.65,-6.64,label box,0.4391,0.673,0.0171,0.0119,,
AOM,"anterior olfactory nucleus, medial part",11,1,4.3,0.66,0.66,-6.57,label box,0.5067,0.6671,0.0174,0.0119,,
AOV,"anterior olfactory nucleus, ventral part",11,0,4.3,-1.15,1.15,-6.78,label box,0.4131,0.6839,0.016,0.0125,,
AOVP,"anterior olfactory nucleus, ventroposterior part",11,0,4.3,0.93,0.93,-6.89,label box,0.5209,0.6929,0.0207,0.0119,,
AOVP,"anterior olfactory nucleus, ventroposterior part",11,1,4.3,-0.85,0.85,-6.93,label box,0.4287,0.6961,0.0211,0.0119,,
Cg1,"cingulate cortex, area 1",11,0,4.3,0.51,0.51,-3.45,label box,0.4991,0.4148,0.0127,0.0148,,
Cg1,"cingulate cortex, area 1",11,1,4.3,-0.54,0.54,-3.48,label box,0.4447,0.4174,0.0131,0.0148,,
DLO,dorsolateral orbital cortex,11,0,4.3,2.02,2.02,-5.01,label box,0.5772,0.541,0.0145,0.0119,,
DLO,dorsolateral orbital cortex,11,1,4.3,-2.21,2.21,-5.1,label box,0.3582,0.5484,0.0145,0.0119,,
DTT,dorsal tenia tecta,11,0,4.3,-0.46,0.46,-6.26,label box,0.4488,0.642,0.0145,0.0114,,
DTT,dorsal tenia tecta,11,1,4.3,0.46,0.46,-6.17,label box,0.4968,0.6344,0.0149,0.0114,,
Fr3,"frontal cortex, area 3",11,0,4.3,-2.39,2.39,-4.54,label box,0.349,0.5028,0.0105,0.0114,,
Fr3,"frontal cortex, area 3",11,1,4.3,2.43,2.43,-4.43,label box,0.5988,0.4946,0.0109,0.0119,,
Gl,glomerular layer of the olfactory bulb,11,0,4.3,-0.29,0.29,-6.6,leader tip,0.4727,0.6832,0.0065,0.0119,0.4578,0.6693
LO,lateral orbital cortex,11,0,4.3,1.5,1.5,-4.91,label box,0.5503,0.5327,0.0084,0.0119,,
LO,lateral orbital cortex,11,1,4.3,-1.43,1.43,-5.03,label box,0.3984,0.5429,0.0084,0.0119,,
M1,primary motor cortex,11,0,4.3,-2.43,2.43,-3.62,label box,0.347,0.4284,0.0094,0.0114,,
M1,primary motor cortex,11,1,4.3,2.37,2.37,-3.55,label box,0.5956,0.4233,0.0094,0.0114,,
M2,secondary motor cortex,11,0,4.3,1.26,1.26,-3.12,label box,0.5378,0.3884,0.0109,0.0119,,
M2,secondary motor cortex,11,1,4.3,-1.24,1.24,-3.14,label box,0.4084,0.3901,0.0109,0.0119,,
MO,medial orbital cortex,11,0,4.3,-0.43,0.43,-5,label box,0.4506,0.5406,0.0116,0.0119,,
MO,medial orbital cortex,11,1,4.3,0.6,0.6,-4.97,label box,0.504,0.5376,0.012,0.0119,,
Pir,piriform cortex,11,0,4.3,-1.82,1.82,-6.04,label box,0.3785,0.6247,0.0091,0.0119,,
Pir,piriform cortex,11,1,4.3,-0.89,0.89,-5.97,label box,0.4266,0.6188,0.0094,0.0114,,
Pir,piriform cortex,11,2,4.3,0.8,0.8,-5.82,label box,0.5144,0.6065,0.0171,0.0312,,
PrL,prelimbic cortex,11,0,4.3,0.59,0.59,-4.09,label box,0.5033,0.4665,0.0116,0.0114,,
PrL,prelimbic cortex,11,1,4.3,-0.48,0.48,-4.11,label box,0.4476,0.468,0.0116,0.0114,,
VO,ventral orbital cortex,11,0,4.3,0.75,0.75,-5.34,label box,0.5116,0.5679,0.0102,0.0119,,
VO,ventral orbital cortex,11,1,4.3,-0.67,0.67,-5.54,label box,0.4379,0.5838,0.0102,0.0119,,
VTT,ventral tenia tecta,11,0,4.3,0.67,0.67,-7.37,label box,0.5073,0.7316,0.0149,0.0114,,
VTT,ventral tenia tecta,11,1,4.3,-0.67,0.67,-7.42,label box,0.4378,0.7356,0.0145,0.0114,,
aca,"anterior commissure, anterior part",11,0,4.3,-1.15,1.15,-6.2,label box,0.4132,0.6375,0.0124,0.0091,,
aca,"anterior commissure, anterior part",11,1,4.3,1.17,1.17,-6.13,label box,0.5331,0.6312,0.0124,0.0091,,
dlo,dorsal lateral olfactory tract,11,0,4.3,2.28,2.28,-5.96,label box,0.591,0.6177,0.0102,0.0119,,
lo,lateral olfactory tract,11,0,4.3,1.75,1.75,-6.52,label box,0.5632,0.6634,0.0054,0.0114,,
lo,lateral olfactory tract,11,1,4.3,-1.67,1.67,-6.67,label box,0.3862,0.6756,0.0058,0.0119,,
rf,rhinal fissure,11,0,4.3,2.29,2.29,-5.69,label box,0.5916,0.596,0.0051,0.0114,,
rf,rhinal fissure,11,1,4.3,-2.26,2.26,-5.93,label box,0.3557,0.6153,0.0051,0.0114,,
ri,rhinal incisure,11,0,4.3,-0.2,0.2,-5.97,label box,0.4626,0.6188,0.0036,0.0114,,
ri,rhinal incisure,11,1,4.3,0.2,0.2,-5.97,label box,0.4833,0.619,0.0036,0.0085,,
2,layer 2 of cortex,12,0,3.95,-1.68,1.68,-5.88,label box,0.3857,0.6116,0.0062,0.021,,
2,layer 2 of cortex,12,1,3.95,1.57,1.57,-5.86,label box,0.5541,0.6099,0.0029,0.0085,,
2,layer 2 of cortex,12,2,3.95,0.57,0.57,-6.54,label box,0.5025,0.6645,0.0029,0.0085,,
2,layer 2 of cortex,12,3,3.95,-0.58,0.58,-6.56,label box,0.4425,0.6663,0.0029,0.0091,,
3,layer 3 of cortex,12,0,3.95,1.65,1.65,-6.7,leader tip,0.5107,0.6591,0.0033,0.0091,0.558,0.678
AI,agranular insular cortex,12,0,3.95,-1.99,1.99,-5.07,label box,0.3695,0.5457,0.0065,0.0119,,
AI,agranular insular cortex,12,1,3.95,2.33,2.33,-5.09,label box,0.5934,0.5472,0.0065,0.0114,,
AOD,"anterior olfactory nucleus, dorsal part",12,0,3.95,1.48,1.48,-6.04,label box,0.5492,0.6241,0.0156,0.0119,,
AOD,"anterior olfactory nucleus, dorsal part",12,1,3.95,-1.6,1.6,-6.14,label box,0.3899,0.6321,0.016,0.0119,,
AOL,"anterior olfactory nucleus, lateral part",12,0,3.95,1.35,1.35,-6.32,leader tip,0.5868,0.6412,0.0153,0.0119,0.5428,0.6468
AOL,"anterior olfactory nucleus, lateral part",12,1,3.95,-1.43,1.43,-6.41,leader tip,0.3715,0.6799,0.0156,0.0125,0.3984,0.6542
AOM,"anterior olfactory nucleus, medial part",12,0,3.95,-0.79,0.79,-6.77,label box,0.432,0.6832,0.0174,0.0119,,
AOM,"anterior olfactory nucleus, medial part",12,1,3.95,0.67,0.67,-6.66,label box,0.5073,0.6744,0.0174,0.0182,,
AOVP,"anterior olfactory nucleus, ventroposterior part",12,0,3.95,-1.06,1.06,-6.96,label box,0.4177,0.6986,0.0207,0.0119,,
AOVP,"anterior olfactory nucleus, ventroposterior part",12,1,3.95,0.87,0.87,-6.87,label box,0.5178,0.6915,0.0207,0.0119,,
Cg1,"cingulate cortex, area 1",12,0,3.95,-0.6,0.6,-3.55,label box,0.4414,0.4231,0.0131,0.0148,,
Cg1,"cingulate cortex, area 1",12,1,3.95,0.66,0.66,-3.56,label box,0.5067,0.4237,0.0131,0.0148,,
Cl,claustrum,12,0,3.95,1.45,1.45,-4.37,label box,0.548,0.4895,0.0065,0.0119,,
Cl,claustrum,12,1,3.95,-1.53,1.53,-4.55,label box,0.3937,0.5037,0.0062,0.0119,,
DEn,dorsal endopiriform nucleus,12,0,3.95,-1.08,1.08,-6.26,label box,0.4169,0.6421,0.0142,0.0119,,
DLO,dorsolateral orbital cortex,12,0,3.95,-2.31,2.31,-5.06,label box,0.3532,0.5452,0.0145,0.0125,,
DLO,dorsolateral orbital cortex,12,1,3.95,2,2,-5.08,label box,0.5765,0.5467,0.0145,0.0119,,
DP,dorsal peduncular cortex,12,0,3.95,-0.5,0.5,-5.99,label box,0.4468,0.6202,0.0098,0.0119,,
DP,dorsal peduncular cortex,12,1,3.95,0.4,0.4,-5.99,label box,0.4933,0.6205,0.0098,0.0114,,
DTT,dorsal tenia tecta,12,0,3.95,0.48,0.48,-6.39,label box,0.4975,0.6528,0.0145,0.0114,,
DTT,dorsal tenia tecta,12,1,3.95,-0.51,0.51,-6.4,label box,0.4465,0.6532,0.0145,0.0114,,
Dtr,dorsal transition zone,12,0,3.95,-1,1,-6.06,label box,0.4208,0.6259,0.0102,0.0119,,
Dtr,dorsal transition zone,12,1,3.95,0.77,0.77,-6.1,label box,0.5124,0.6293,0.0105,0.0114,,
E,ependyma and subependymal layer,12,0,3.95,0.89,0.89,-6.47,leader tip,0.5641,0.6827,0.0036,0.0114,0.519,0.659
E,ependyma and subependymal layer,12,1,3.95,-1.95,1.95,-7.05,label box,0.3717,0.7063,0.0036,0.0119,,
Fr3,"frontal cortex, area 3",12,0,3.95,2.32,2.32,-4.52,label box,0.5932,0.5014,0.0105,0.0119,,
Fr3,"frontal cortex, area 3",12,1,3.95,-2.41,2.41,-4.52,label box,0.3481,0.5018,0.0109,0.0119,,
LO,lateral orbital cortex,12,0,3.95,1.32,1.32,-5.05,label box,0.5411,0.544,0.0087,0.0119,,
LO,lateral orbital cortex,12,1,3.95,-1.41,1.41,-5.15,label box,0.3995,0.552,0.0084,0.0119,,
M1,primary motor cortex,12,0,3.95,-2.46,2.46,-3.52,label box,0.345,0.4205,0.0098,0.0114,,
M1,primary motor cortex,12,1,3.95,2.47,2.47,-3.54,label box,0.6007,0.4227,0.0094,0.0114,,
M2,secondary motor cortex,12,0,3.95,1.69,1.69,-3.02,label box,0.5603,0.3804,0.0109,0.0119,,
M2,secondary motor cortex,12,1,3.95,-1.43,1.43,-3.19,label box,0.3984,0.3938,0.0113,0.0119,,
MO,medial orbital cortex,12,0,3.95,-0.46,0.46,-5.4,label box,0.4488,0.5724,0.0116,0.0119,,
MO,medial orbital cortex,12,1,3.95,0.42,0.42,-5.42,label box,0.4945,0.5739,0.0116,0.0114,,
OV,olfactory ventricle (olfactory part of lateral ventricle),12,0,3.95,1.97,1.97,-6.77,label box,0.5746,0.683,0.0102,0.0119,,
OV,olfactory ventricle (olfactory part of lateral ventricle),12,1,3.95,-0.98,0.98,-6.48,leader tip,0.3822,0.7063,0.0102,0.0119,0.4217,0.6599
Pir,piriform cortex,12,0,3.95,-1.92,1.92,-5.93,label box,0.373,0.6151,0.0164,0.0324,,
Pir,piriform cortex,12,1,3.95,1.78,1.78,-5.92,label box,0.565,0.6148,0.0094,0.0114,,
PrL,prelimbic cortex,12,0,3.95,0.59,0.59,-4.33,label box,0.5033,0.4858,0.0116,0.0114,,
PrL,prelimbic cortex,12,1,3.95,-0.54,0.54,-4.3,label box,0.4448,0.4839,0.012,0.0114,,
VO,ventral orbital cortex,12,0,3.95,-0.98,0.98,-5.56,label box,0.4219,0.5855,0.0102,0.0119,,
VO,ventral orbital cortex,12,1,3.95,0.79,0.79,-5.55,label box,0.5138,0.5849,0.0102,0.0119,,
VTT,ventral tenia tecta,12,0,3.95,0.66,0.66,-7.14,label box,0.5071,0.7131,0.0145,0.0119,,
VTT,ventral tenia tecta,12,1,3.95,-0.8,0.8,-7.16,label box,0.4312,0.7151,0.0145,0.0114,,
aca,"anterior commissure, anterior part",12,0,3.95,-1.2,1.2,-6.45,label box,0.4103,0.6572,0.0127,0.0091,,
dlo,dorsal lateral olfactory tract,12,0,3.95,2,2,-5.81,leader tip,0.5885,0.6233,0.0105,0.0114,0.5766,0.6061
dlo,dorsal lateral olfactory tract,12,1,3.95,-2.27,2.27,-6.11,label box,0.3552,0.6298,0.0105,0.0119,,
lo,lateral olfactory tract,12,0,3.95,-2,2,-6.49,label box,0.3691,0.6609,0.0058,0.0119,,
rf,rhinal fissure,12,0,3.95,2.12,2.12,-5.8,label box,0.5828,0.6051,0.0094,0.0114,,
rf,rhinal fissure,12,1,3.95,-2.23,2.23,-5.9,label box,0.357,0.6126,0.0054,0.0119,,
ri,rhinal incisure,12,0,3.95,0.1,0.1,-6.2,label box,0.478,0.6369,0.004,0.0114,,
